Year,State,District,Rape Cases,Abduction Cases,Murder Cases,Total Crimes,Population,Crime Rate,Arrests,Crime Clearance Rate
2022,Kerala,New Delhi,92,27,10,129,7057365,1.827877685,72,55.81
2022,Tamil Nadu,Lucknow,126,81,25,232,15099415,1.536483367,40,17.24
2023,Karnataka,Lucknow,167,72,35,274,22710847,1.206471956,166,60.58
2022,Uttar Pradesh,Bengaluru,117,85,31,233,20230710,1.151714399,225,96.57
2021,Karnataka,Kochi,151,89,45,285,1401503,20.33531145,113,39.65
2021,Bengaluru,Ahmedabad,280,91,42,413,2650259,15.58338261,347,84.02
2020,Bengaluru,Lucknow,178,98,30,306,1896541,16.13463669,145,47.39
2022,Bengaluru,Lucknow,150,69,36,255,7135046,3.573908283,57,22.35
2021,West Bengal,Mumbai,243,139,28,410,25398515,1.614267606,159,38.78
2022,Delhi,Mumbai,213,114,5,332,13393541,2.478806762,247,74.4
2020,Maharashtra,Mumbai,236,133,28,397,12536433,3.166770005,65,16.37
2020,Gujarat,Chennai,155,89,21,265,23974714,1.105331225,230,86.79
2021,Delhi,Kolkata,258,26,46,330,7645813,4.316087772,211,63.94
2020,Karnataka,Ahmedabad,125,102,48,275,17596536,1.562807589,113,41.09
2022,Maharashtra,Kolkata,62,110,16,188,6932438,2.71188866,103,54.79
2023,Tamil Nadu,Kolkata,140,96,33,269,9005423,2.987089002,202,75.09
2022,Karnataka,Lucknow,293,45,41,379,6607131,5.73622651,104,27.44
2021,Kerala,Kolkata,288,111,8,407,18567917,2.191952926,351,86.24
2021,Maharashtra,Chennai,104,34,10,148,24362479,0.607491545,75,50.68
2020,Uttar Pradesh,Bengaluru,102,145,35,282,10696326,2.636419271,153,54.26
2023,Delhi,Lucknow,264,97,43,404,17833758,2.265366615,149,36.88
2020,Gujarat,New Delhi,272,111,11,394,19544064,2.015957377,303,76.9
2023,Delhi,Jaipur,112,86,31,229,27277124,0.839531323,149,65.07
2022,Kerala,Jaipur,209,143,7,359,15974901,2.247275273,117,32.59
2023,Rajasthan,Jaipur,240,38,34,312,12146066,2.568732954,196,62.82
2021,Gujarat,Hyderabad,120,86,21,227,10764503,2.108782914,50,22.03
2021,West Bengal,Lucknow,116,76,12,204,3883765,5.252635008,157,76.96
2021,Karnataka,Jaipur,195,128,48,371,28740450,1.290863574,134,36.12
2020,Uttar Pradesh,Kolkata,181,83,46,310,27659585,1.120768804,96,30.97
2022,Gujarat,Bengaluru,61,73,47,181,20754846,0.872085488,76,41.99
2021,Tamil Nadu,Kolkata,192,87,36,315,27247955,1.15605006,226,71.75
2020,Uttar Pradesh,Chennai,261,133,26,420,2111378,19.89222205,270,64.29
2023,Maharashtra,Mumbai,272,74,28,374,29516505,1.267087685,48,12.83
2022,Rajasthan,Lucknow,176,135,17,328,25839160,1.26939111,124,37.8
2020,Karnataka,Lucknow,296,125,22,443,16716074,2.650143808,143,32.28
2022,Gujarat,Bengaluru,185,111,8,304,11165730,2.722616434,146,48.03
2020,Uttar Pradesh,Kolkata,175,73,33,281,23032925,1.219992684,213,75.8
2022,Bengaluru,Mumbai,92,49,28,169,18047647,0.936410159,36,21.3
2023,Kerala,Mumbai,161,47,44,252,19713587,1.278306175,41,16.27
2020,West Bengal,Ahmedabad,290,142,49,481,19525102,2.463495453,287,59.67
2021,West Bengal,Bengaluru,281,27,21,329,27393142,1.201030535,157,47.72
2021,Maharashtra,Mumbai,264,145,6,415,8811067,4.709985749,232,55.9
2023,Gujarat,New Delhi,146,81,30,257,14080047,1.825277998,74,28.79
2022,Karnataka,Kochi,132,18,11,161,2060303,7.814384583,66,40.99
2022,Kerala,Ahmedabad,275,97,20,392,13895925,2.820970896,89,22.7
2020,Rajasthan,Mumbai,115,66,38,219,12080567,1.812828818,163,74.43
2022,Gujarat,Hyderabad,172,82,43,297,4236143,7.011094762,108,36.36
2020,Kerala,New Delhi,181,100,30,311,16485446,1.886512503,37,11.9
2021,Rajasthan,Mumbai,263,53,23,339,24071878,1.408282312,252,74.34
2020,Kerala,Bengaluru,268,116,47,431,14782630,2.915584033,328,76.1
2021,Karnataka,New Delhi,148,77,32,257,6379709,4.028396907,76,29.57
2023,West Bengal,Kochi,71,121,19,211,17124943,1.232120889,148,70.14
2022,Bengaluru,Ahmedabad,165,30,26,221,23407248,0.944151999,45,20.36
2022,Kerala,Kochi,100,66,16,182,24781591,0.734416124,90,49.45
2021,Karnataka,Chennai,230,136,49,415,3877963,10.70149457,80,19.28
2021,Delhi,Lucknow,196,95,25,316,21192003,1.491128517,101,31.96
2022,Gujarat,Mumbai,224,69,44,337,22325783,1.509465536,190,56.38
2021,Delhi,Jaipur,217,125,37,379,6309440,6.006872242,291,76.78
2023,Karnataka,Bengaluru,271,139,45,455,12256106,3.712435255,130,28.57
2021,Maharashtra,Bengaluru,247,72,48,367,16102046,2.279213461,60,16.35
2022,West Bengal,New Delhi,144,95,24,263,24628892,1.06785153,36,13.69
2023,Karnataka,Hyderabad,95,93,37,225,13729411,1.638817572,78,34.67
2023,Delhi,New Delhi,97,88,24,209,23127091,0.90370207,209,100
2022,Gujarat,Jaipur,194,110,45,349,29251769,1.193090237,226,64.76
2023,Bengaluru,New Delhi,117,110,44,271,16852100,1.608108188,94,34.69
2022,Karnataka,Kolkata,298,115,34,447,28456300,1.570829658,196,43.85
2022,Tamil Nadu,Kolkata,193,64,41,298,26463189,1.126092551,224,75.17
2023,Gujarat,Bengaluru,157,103,26,286,2031882,14.07562053,72,25.17
2021,Karnataka,Bengaluru,225,104,29,358,2586113,13.84316927,128,35.75
2022,West Bengal,Chennai,61,37,8,106,12336835,0.859215512,60,56.6
2020,Gujarat,Kochi,53,69,21,143,13571734,1.053660498,39,27.27
2021,Karnataka,Lucknow,119,114,48,281,16196149,1.734980334,254,90.39
2022,West Bengal,Kochi,106,117,7,230,24862244,0.925097509,136,59.13
2020,Uttar Pradesh,Lucknow,130,24,23,177,24715491,0.716150045,131,74.01
2020,Bengaluru,Kochi,94,144,15,253,23571806,1.073316147,201,79.45
2020,Karnataka,Bengaluru,174,45,49,268,14061644,1.905893792,113,42.16
2020,Tamil Nadu,Mumbai,119,62,22,203,4164158,4.874935101,80,39.41
2022,Gujarat,Bengaluru,106,53,29,188,9663203,1.945524688,84,44.68
2023,West Bengal,Kochi,208,82,47,337,29574963,1.139477334,167,49.55
2021,Maharashtra,Mumbai,76,144,45,265,25411127,1.042850244,37,13.96
2022,Tamil Nadu,Lucknow,268,116,33,417,13246305,3.148047701,383,91.85
2022,Uttar Pradesh,Kochi,233,32,5,270,5365112,5.032513767,70,25.93
2023,Karnataka,Ahmedabad,265,76,19,360,1025407,35.10801077,306,85
2022,Uttar Pradesh,Hyderabad,258,32,6,296,3422518,8.648603163,288,97.3
2020,Bengaluru,Kolkata,165,15,20,200,13016125,1.536555619,102,51
2021,Bengaluru,Jaipur,223,49,24,296,3909522,7.571258072,219,73.99
2020,Tamil Nadu,New Delhi,143,78,36,257,19962167,1.287435377,135,52.53
2021,Karnataka,Lucknow,156,10,41,207,8934161,2.316949515,88,42.51
2020,Bengaluru,New Delhi,296,49,26,371,20506023,1.809224539,148,39.89
2023,Delhi,New Delhi,210,47,10,267,4404119,6.062506485,237,88.76
2021,Bengaluru,Kolkata,292,34,39,365,11390717,3.204363694,246,67.4
2022,Maharashtra,Bengaluru,177,13,18,208,26622511,0.781293695,162,77.88
2021,Rajasthan,Hyderabad,230,83,46,359,20213048,1.77608048,70,19.5
2021,Bengaluru,Mumbai,155,35,27,217,12684184,1.710791959,31,14.29
2021,Kerala,Hyderabad,227,75,37,339,26398154,1.284180704,274,80.83
2020,Uttar Pradesh,Jaipur,296,59,39,394,3384250,11.64216592,372,94.42
2023,Karnataka,Chennai,276,114,22,412,29208376,1.410554288,123,29.85
2023,Tamil Nadu,Kochi,93,121,30,244,18469102,1.321125413,165,67.62
2022,Kerala,Ahmedabad,60,58,11,129,10624944,1.214124046,108,83.72
2021,Rajasthan,Mumbai,244,41,11,296,25639414,1.154472563,144,48.65
2022,Bengaluru,Lucknow,288,13,31,332,27797348,1.194358541,92,27.71
2020,Delhi,New Delhi,57,138,31,226,11275295,2.004382147,128,56.64
2021,Bengaluru,Bengaluru,114,110,36,260,4165077,6.242381593,126,48.46
2023,West Bengal,Jaipur,165,140,38,343,10769671,3.184869807,174,50.73
2020,Karnataka,Bengaluru,168,69,37,274,2017624,13.58033013,97,35.4
2021,Gujarat,Hyderabad,294,115,27,436,9384183,4.646115703,98,22.48
2022,Kerala,Lucknow,214,134,21,369,24974384,1.47751392,358,97.02
2022,Delhi,Kochi,152,18,19,189,1507778,12.53500184,45,23.81
2020,Maharashtra,Jaipur,63,144,15,222,12739874,1.742560405,70,31.53
2020,Tamil Nadu,Ahmedabad,161,63,30,254,7841801,3.239051845,128,50.39
2020,Kerala,New Delhi,73,133,37,243,5092703,4.771532917,237,97.53
2020,Maharashtra,Chennai,119,73,44,236,13293879,1.775253107,236,100
2023,Uttar Pradesh,Chennai,60,126,28,214,13735068,1.558055628,121,56.54
2021,Bengaluru,Ahmedabad,270,28,8,306,21664903,1.412422664,156,50.98
2022,Kerala,Lucknow,88,91,12,191,18995718,1.005489764,71,37.17
2023,Maharashtra,Chennai,300,104,32,436,18619624,2.341615491,367,84.17
2022,Delhi,Lucknow,71,26,37,134,22965784,0.583476706,51,38.06
2021,Rajasthan,Hyderabad,81,18,30,129,4312295,2.99144655,125,96.9
2022,Karnataka,Chennai,276,71,15,362,25344822,1.428299635,290,80.11
2021,Gujarat,Mumbai,228,106,47,381,3208767,11.87371972,221,58.01
2020,Maharashtra,Mumbai,155,135,9,299,23847004,1.253826267,217,72.58
2022,Tamil Nadu,Chennai,173,62,30,265,6787429,3.904276568,212,80
2020,West Bengal,Bengaluru,109,58,46,213,2790982,7.631722455,63,29.58
2022,Delhi,Bengaluru,130,148,5,283,4282146,6.60883585,281,99.29
2022,Uttar Pradesh,Mumbai,191,71,41,303,3762400,8.053370189,235,77.56
2023,West Bengal,Lucknow,183,45,39,267,4223216,6.322196165,53,19.85
2023,Maharashtra,Kochi,128,14,24,166,29738031,0.558207771,82,49.4
2021,Rajasthan,Hyderabad,156,59,29,244,1473207,16.56250615,184,75.41
2022,West Bengal,Kochi,291,111,24,426,28706109,1.484004676,81,19.01
2021,West Bengal,New Delhi,231,42,36,309,21427962,1.442041012,229,74.11
2020,Rajasthan,Hyderabad,234,102,30,366,29723380,1.231353904,360,98.36
2023,Kerala,Mumbai,219,142,49,410,3185891,12.86924129,243,59.27
2023,Uttar Pradesh,Kochi,125,90,13,228,12481437,1.826712741,165,72.37
2022,Karnataka,Bengaluru,146,16,15,177,16737582,1.05750042,144,81.36
2020,Tamil Nadu,Kochi,179,106,40,325,3740092,8.689625817,269,82.77
2020,West Bengal,Kochi,120,38,17,175,29432634,0.594578114,51,29.14
2023,Tamil Nadu,Mumbai,204,77,40,321,14188728,2.262359247,306,95.33
2023,Bengaluru,New Delhi,89,18,34,141,23555768,0.598579507,78,55.32
2021,Gujarat,Lucknow,117,87,49,253,11678819,2.166314933,80,31.62
2020,Tamil Nadu,Kochi,283,105,35,423,21853177,1.93564533,47,11.11
2020,Uttar Pradesh,Kolkata,136,128,36,300,19077567,1.572527566,112,37.33
2021,Uttar Pradesh,Ahmedabad,170,137,33,340,2594443,13.10493235,274,80.59
2022,Delhi,Kochi,127,122,42,291,20038683,1.452191244,35,12.03
2020,Uttar Pradesh,Ahmedabad,139,14,17,170,13748981,1.236455269,149,87.65
2022,Maharashtra,Chennai,109,146,16,271,9415070,2.878364154,174,64.21
2021,Gujarat,New Delhi,254,136,36,426,20004262,2.129546194,339,79.58
2023,Tamil Nadu,Bengaluru,275,49,31,355,1170104,30.33918353,255,71.83
2021,West Bengal,Hyderabad,170,58,48,276,20486052,1.347258125,128,46.38
2023,Bengaluru,Bengaluru,232,64,32,328,28787350,1.13938935,311,94.82
2021,West Bengal,Lucknow,95,55,8,158,11760303,1.343502799,51,32.28
2023,Rajasthan,Bengaluru,190,35,49,274,6721404,4.076529249,193,70.44
2022,West Bengal,Ahmedabad,184,54,20,258,17569222,1.46847709,76,29.46
2021,Tamil Nadu,Jaipur,172,150,13,335,10834301,3.092031503,101,30.15
2021,West Bengal,Mumbai,259,55,42,356,21889631,1.6263408,137,38.48
2021,Uttar Pradesh,Jaipur,58,130,41,229,20790597,1.101459472,87,37.99
2021,Rajasthan,Kolkata,228,98,41,367,15342879,2.391989144,140,38.15
2020,Delhi,New Delhi,166,25,11,202,14727933,1.371543447,116,57.43
2020,Uttar Pradesh,Mumbai,234,110,19,363,4459617,8.139712446,320,88.15
2020,Rajasthan,Lucknow,293,119,28,440,15049368,2.923710816,63,14.32
2021,Rajasthan,Bengaluru,176,97,37,310,5460065,5.677588087,53,17.1
2022,Maharashtra,Hyderabad,288,145,49,482,27702750,1.739899468,401,83.2
2020,Bengaluru,Jaipur,108,93,15,216,27941977,0.773030484,48,22.22
2021,Gujarat,Kochi,109,71,33,213,3554714,5.992043242,134,62.91
2023,Bengaluru,Kochi,165,74,30,269,8768149,3.067922317,226,84.01
2020,West Bengal,Kolkata,201,111,15,327,17187779,1.902514572,310,94.8
2023,Uttar Pradesh,Kochi,124,121,6,251,7608177,3.299082027,165,65.74
2021,Tamil Nadu,Ahmedabad,149,20,19,188,14734727,1.275897409,124,65.96
2021,Rajasthan,Kolkata,130,24,15,169,18406211,0.918168329,137,81.07
2020,Tamil Nadu,Chennai,299,57,36,392,15973430,2.454075299,213,54.34
2022,Delhi,Mumbai,154,114,20,288,24774673,1.162477503,194,67.36
2023,West Bengal,Kolkata,261,90,37,388,21076916,1.840876531,252,64.95
2020,Rajasthan,New Delhi,63,38,10,111,8840694,1.255557539,55,49.55
2020,Gujarat,Jaipur,184,15,43,242,5278873,4.584311841,151,62.4
2023,Rajasthan,New Delhi,170,108,12,290,20096301,1.443051634,206,71.03
2020,Kerala,Ahmedabad,294,150,8,452,18357392,2.462223392,85,18.81
2022,Kerala,New Delhi,128,74,29,231,11397116,2.026828542,86,37.23
2023,Maharashtra,Ahmedabad,190,19,12,221,1536914,14.3794643,47,21.27
2023,Tamil Nadu,Chennai,215,146,18,379,9921494,3.819989207,86,22.69
2021,Bengaluru,Jaipur,274,83,35,392,13498209,2.90408898,77,19.64
2023,Karnataka,Hyderabad,61,30,19,110,15279260,0.719930154,34,30.91
2021,Maharashtra,Jaipur,211,128,34,373,24476319,1.523921959,171,45.84
2022,Delhi,Kolkata,81,33,32,146,9381183,1.556306918,129,88.36
2021,Tamil Nadu,Bengaluru,184,69,35,288,22521522,1.278776807,287,99.65
2020,Maharashtra,Lucknow,146,90,28,264,29721772,0.888237754,218,82.58
2023,Tamil Nadu,Mumbai,94,136,46,276,7383819,3.737903109,54,19.57
2020,Bengaluru,Ahmedabad,299,75,33,407,11566949,3.518646101,393,96.56
2021,Delhi,Ahmedabad,135,91,44,270,21644019,1.247457785,133,49.26
2021,Tamil Nadu,Bengaluru,255,48,19,322,4993602,6.448251182,195,60.56
2021,Uttar Pradesh,Chennai,263,105,38,406,21371402,1.899734982,198,48.77
2023,Maharashtra,Lucknow,267,51,15,333,10895326,3.05635646,182,54.65
2022,Rajasthan,New Delhi,201,70,29,300,25642277,1.169942903,120,40
2020,Maharashtra,Bengaluru,221,64,5,290,9364389,3.096838459,52,17.93
2022,West Bengal,Kochi,63,135,15,213,10363454,2.055299324,121,56.81
2023,West Bengal,Bengaluru,67,99,25,191,14723796,1.29721982,138,72.25
2023,Karnataka,Jaipur,165,145,5,315,17789730,1.770684547,198,62.86
2021,Rajasthan,Hyderabad,100,64,16,180,29202242,0.616391029,144,80
2020,Rajasthan,Jaipur,95,13,46,154,22616801,0.680909736,46,29.87
2022,Kerala,Bengaluru,106,64,49,219,2534277,8.641517877,207,94.52
2022,Bengaluru,Kolkata,112,29,19,160,7121570,2.246695602,127,79.38
2023,West Bengal,Mumbai,181,73,49,303,5907721,5.12888134,162,53.47
2020,Rajasthan,Jaipur,127,130,47,304,22691944,1.339682488,248,81.58
2023,West Bengal,Chennai,168,89,27,284,3205646,8.859368751,246,86.62
2022,West Bengal,Lucknow,199,123,41,363,27413965,1.32414264,155,42.7
2021,Tamil Nadu,Mumbai,145,29,30,204,24661661,0.827194892,187,91.67
2020,Tamil Nadu,Jaipur,249,119,35,403,3292065,12.24155659,327,81.14
2021,Rajasthan,Chennai,70,47,48,165,24359730,0.677347409,89,53.94
2020,Maharashtra,Ahmedabad,259,50,38,347,9686803,3.582193217,271,78.1
2022,Tamil Nadu,Chennai,190,78,40,308,18956436,1.624777991,209,67.86
2022,Bengaluru,Ahmedabad,117,85,46,248,26287835,0.943402148,148,59.68
2020,Uttar Pradesh,Lucknow,197,46,37,280,22903524,1.222519294,201,71.79
2022,Uttar Pradesh,New Delhi,90,52,45,187,20174672,0.926904784,86,45.99
2020,Delhi,Kochi,299,59,13,371,26006157,1.426585251,39,10.51
2022,West Bengal,Chennai,261,113,37,411,14306529,2.872814223,137,33.33
2021,Bengaluru,Ahmedabad,174,124,36,334,15754914,2.119973489,77,23.05
2023,Gujarat,Kochi,92,22,22,136,15060111,0.903047793,37,27.21
2022,Rajasthan,Hyderabad,193,64,24,281,24492021,1.147312425,219,77.94
2020,Gujarat,Jaipur,174,42,31,247,25463241,0.970025772,111,44.94
2020,Gujarat,Kochi,139,115,34,288,18381071,1.566829267,212,73.61
2023,Kerala,Lucknow,274,122,50,446,27222846,1.638329806,391,87.67
2022,Gujarat,New Delhi,100,98,32,230,14288146,1.609725992,82,35.65
2023,Delhi,Mumbai,281,111,37,429,8218145,5.22015613,240,55.94
2020,Bengaluru,Ahmedabad,96,35,18,149,20760143,0.717721453,94,63.09
2020,Gujarat,New Delhi,71,149,36,256,5576427,4.590753183,222,86.72
2021,Uttar Pradesh,Kochi,223,125,22,370,2428482,15.23585516,224,60.54
2021,Delhi,New Delhi,55,109,9,173,12387606,1.396557172,50,28.9
2023,Tamil Nadu,Lucknow,95,97,31,223,7216966,3.089941119,61,27.35
2022,West Bengal,New Delhi,74,88,34,196,15473028,1.266720386,71,36.22
2020,West Bengal,Kochi,122,49,41,212,27355783,0.774973248,126,59.43
2021,West Bengal,Kochi,51,102,46,199,5665640,3.51240107,140,70.35
2022,Karnataka,Kochi,181,100,37,318,5531319,5.749080825,313,98.43
2022,Kerala,Jaipur,118,131,5,254,2023228,12.55419557,177,69.69
2021,Maharashtra,Hyderabad,164,131,14,309,5015485,6.160919632,93,30.1
2023,Maharashtra,New Delhi,74,43,26,143,10707014,1.335573111,135,94.41
2023,Rajasthan,Hyderabad,234,11,13,258,18524848,1.392723978,170,65.89
2020,Gujarat,Chennai,150,36,19,205,19540774,1.049088434,140,68.29
2023,Delhi,Hyderabad,96,143,23,262,11760327,2.227829209,72,27.48
2021,Bengaluru,Kolkata,112,62,31,205,21737349,0.943077281,93,45.37
2020,Rajasthan,Lucknow,54,57,18,129,4702644,2.74313769,95,73.64
2022,Kerala,Lucknow,50,12,21,83,21661555,0.383167321,55,66.27
2021,Bengaluru,Bengaluru,86,18,49,153,20474064,0.747286909,39,25.49
2022,Maharashtra,Jaipur,113,105,10,228,5604427,4.068212504,48,21.05
2023,Uttar Pradesh,Chennai,164,134,35,333,11544200,2.884565409,30,9.01
2021,Bengaluru,Ahmedabad,275,145,10,430,1223886,35.13399124,106,24.65
2023,Maharashtra,Ahmedabad,273,21,38,332,6827211,4.862893501,105,31.63
2021,Tamil Nadu,Lucknow,288,56,43,387,6635862,5.831947681,171,44.19
2023,Tamil Nadu,Jaipur,71,52,11,134,17305638,0.774314128,30,22.39
2023,Tamil Nadu,Jaipur,141,142,18,301,3966679,7.588211701,203,67.44
2020,Tamil Nadu,Ahmedabad,280,131,45,456,26594562,1.714636248,119,26.1
2023,Karnataka,Chennai,204,68,47,319,28273071,1.128282103,225,70.53
2021,Gujarat,Chennai,230,69,40,339,21630862,1.567205227,157,46.31
2023,Rajasthan,Bengaluru,159,22,36,217,27248786,0.796365754,76,35.02
2022,Kerala,Ahmedabad,254,15,33,302,24757235,1.219845431,121,40.07
2020,West Bengal,Bengaluru,227,87,12,326,26146506,1.246820512,294,90.18
2021,Gujarat,Chennai,270,144,46,460,20476129,2.246518373,305,66.3
2021,Delhi,Mumbai,138,72,46,256,19794481,1.293289781,144,56.25
2023,Bengaluru,Kochi,103,35,16,154,12185119,1.263836652,89,57.79
2020,Maharashtra,Kolkata,222,58,11,291,6245667,4.659230151,268,92.1
2021,Gujarat,New Delhi,254,76,8,338,6906756,4.893759096,183,54.14
2021,Bengaluru,New Delhi,89,14,27,130,16057855,0.809572636,122,93.85
2021,Maharashtra,Kolkata,82,131,31,244,27384637,0.891010533,110,45.08
2020,Bengaluru,Mumbai,268,74,23,365,28915353,1.262305184,107,29.32
2021,Kerala,Bengaluru,115,97,42,254,19155086,1.326018583,138,54.33
2020,Uttar Pradesh,Lucknow,55,12,25,92,3585165,2.56613015,47,51.09
2020,Gujarat,Mumbai,297,147,29,473,12559860,3.765965544,313,66.17
2023,Tamil Nadu,Chennai,59,148,23,230,1425419,16.13560644,225,97.83
2023,Maharashtra,New Delhi,152,111,39,302,9104537,3.317027544,169,55.96
2022,Maharashtra,Mumbai,220,89,28,337,28260764,1.192465993,273,81.01
2021,Maharashtra,Jaipur,164,44,25,233,29448374,0.791215162,110,47.21
2020,Delhi,Kolkata,266,10,47,323,26718281,1.208910109,286,88.54
2022,Maharashtra,Chennai,140,145,38,323,8940355,3.612831929,244,75.54
2020,Uttar Pradesh,Lucknow,154,40,44,238,4787407,4.971375945,132,55.46
2021,Maharashtra,Mumbai,99,38,32,169,17333836,0.974971726,152,89.94
2023,Maharashtra,Kolkata,77,92,17,186,2387979,7.78901322,40,21.51
2020,Rajasthan,Mumbai,262,89,49,400,14740882,2.713541836,389,97.25
2021,Kerala,Ahmedabad,150,148,14,312,21387380,1.458804211,40,12.82
2021,Gujarat,Mumbai,105,19,32,156,1566297,9.959796897,108,69.23
2020,West Bengal,Kolkata,212,95,39,346,11439810,3.024525757,296,85.55
2022,Delhi,Lucknow,196,147,46,389,13751554,2.828771207,250,64.27
2020,Gujarat,Ahmedabad,112,54,6,172,22514138,0.763964403,164,95.35
2022,Delhi,Chennai,284,50,26,360,29063630,1.238661516,37,10.28
2021,Gujarat,Mumbai,82,84,29,195,5370551,3.630912359,100,51.28
2020,Bengaluru,Kochi,136,10,43,189,27982705,0.675417191,44,23.28
2022,Rajasthan,Hyderabad,274,10,18,302,21435745,1.408861693,250,82.78
2021,Gujarat,Kolkata,177,130,46,353,29877304,1.181498839,189,53.54
2021,West Bengal,Kochi,180,71,41,292,25002939,1.167862706,140,47.95
2023,Maharashtra,Mumbai,232,57,38,327,3987013,8.201628638,193,59.02
2022,Rajasthan,Ahmedabad,215,38,13,266,18943591,1.404168829,151,56.77
2022,Maharashtra,Hyderabad,52,120,19,191,11743131,1.62648275,87,45.55
2023,Maharashtra,Kolkata,270,125,43,438,25318610,1.72995279,190,43.38
2023,Uttar Pradesh,Mumbai,194,33,19,246,13202294,1.863312543,68,27.64
2020,Gujarat,Mumbai,105,146,37,288,24681898,1.166847055,283,98.26
2021,Kerala,Jaipur,226,85,16,327,12071440,2.708873175,117,35.78
2022,West Bengal,Bengaluru,265,21,33,319,21267088,1.499970283,146,45.77
2023,West Bengal,Kochi,260,113,38,411,12918449,3.181496478,159,38.69
2021,Rajasthan,Kolkata,295,12,26,333,6663458,4.997405251,213,63.96
2023,Tamil Nadu,Jaipur,168,22,16,206,7803686,2.639778177,115,55.83
2020,Uttar Pradesh,Jaipur,230,102,19,351,11271419,3.114071085,335,95.44
2023,Bengaluru,Kolkata,70,16,25,111,27199587,0.408094432,72,64.86
2022,Uttar Pradesh,Ahmedabad,190,131,15,336,18650638,1.80154695,335,99.7
2020,Gujarat,Mumbai,144,60,48,252,15418920,1.634355714,213,84.52
2021,Delhi,New Delhi,117,126,34,277,13246891,2.091056686,173,62.45
2022,Karnataka,Chennai,148,19,50,217,16114387,1.346622742,159,73.27
2022,Gujarat,Mumbai,252,139,6,397,28536322,1.391209421,77,19.4
2022,Kerala,New Delhi,240,88,26,354,3512227,10.07907519,245,69.21
2020,Delhi,Bengaluru,223,94,50,367,24829681,1.478069734,358,97.55
2021,Tamil Nadu,Bengaluru,236,110,7,353,12651453,2.790193348,45,12.75
2020,West Bengal,Ahmedabad,136,47,6,189,3309706,5.710477003,155,82.01
2021,Bengaluru,Bengaluru,242,26,24,292,24407711,1.196343238,78,26.71
